loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,issue_d,loan_status,purpose,addr_state,dti,pub_rec,pub_rec_bankruptcies,issue_year,loan_amnt_ctg,funded_amnt_inv_ctg,annual_inc_ctg
28500,17700,17675.0,60,19.2,461.98,E,E4,7,MORTGAGE,56400.0,May-11,Fully Paid,house,NC,0.77,0,0.0,11,5,3,5
5000,5000,5000.0,60,15.9,121.57,D,D2,2,RENT,40000.0,May-11,Fully Paid,credit_card,MN,9.42,0,0.0,11,1,1,4
12000,12000,11975.0,60,20.9,324.58,F,F3,10,MORTGAGE,100000.0,May-11,Fully Paid,debt_consolidation,CA,12.76,0,0.0,11,2,2,10
2000,2000,2000.0,36,10.9,65.47,B,B3,6,OWN,43200.0,May-11,Fully Paid,car,TX,9.36,0,0.0,11,0,0,4
7100,7100,7075.0,36,6.9,219.2,A,A3,3,RENT,95000.0,May-11,Fully Paid,car,CA,3.49,0,0.0,11,1,1,9
10400,10400,10400.0,36,5.4,313.67,A,A1,9,RENT,65000.0,May-11,Fully Paid,debt_consolidation,WA,16.8,0,0.0,11,2,2,6
10800,10800,10800.0,36,15.9,379.65,D,D2,3,RENT,54000.0,May-11,Charged Off,debt_consolidation,CA,17.42,1,1.0,11,2,2,5
35000,21375,21100.0,60,18.7,552.02,E,E3,10,MORTGAGE,92160.0,May-11,Fully Paid,debt_consolidation,CA,20.65,0,0.0,11,7,4,9
35000,35000,34950.0,36,15.6,1223.95,D,D1,10,RENT,80000.0,May-11,Fully Paid,debt_consolidation,FL,15.0,0,0.0,11,7,6,8
11525,11525,11500.0,36,5.4,347.6,A,A1,6,MORTGAGE,106800.0,May-11,Fully Paid,home_improvement,TX,8.08,0,0.0,11,2,2,10
15000,15000,15000.0,60,16.4,368.69,D,D3,1,OWN,88000.0,May-11,Fully Paid,debt_consolidation,WY,10.0,1,1.0,11,3,3,8
20000,20000,19750.0,60,10.9,434.75,B,B3,10,MORTGAGE,76445.0,May-11,Fully Paid,debt_consolidation,CA,12.46,0,0.0,11,4,3,7
17875,12175,12150.0,60,12.9,276.96,C,C1,10,RENT,39672.0,May-11,Fully Paid,debt_consolidation,NY,23.47,0,0.0,11,3,2,3
10200,10200,10175.0,36,7.4,317.24,A,A4,10,MORTGAGE,125000.0,May-11,Fully Paid,credit_card,VA,13.8,0,0.0,11,2,2,12
12000,12000,12000.0,36,11.9,398.52,B,B5,10,RENT,52000.0,May-11,Fully Paid,debt_consolidation,TX,21.58,0,0.0,11,2,2,5
2225,2225,2225.0,60,12.9,50.62,C,C1,2,RENT,25000.0,May-11,Fully Paid,car,WI,19.15,0,0.0,11,0,0,2
9550,9550,9550.0,60,15.9,232.19,D,D2,10,MORTGAGE,50000.0,May-11,Fully Paid,credit_card,NJ,18.12,0,0.0,11,1,1,5
3500,3500,3500.0,36,11.9,116.24,B,B5,8,MORTGAGE,68000.0,May-11,Fully Paid,other,GA,13.61,0,0.0,11,0,0,6
4800,4800,4800.0,36,15.2,166.94,C,C5,5,RENT,29004.0,May-11,Fully Paid,other,FL,11.96,0,0.0,11,0,0,2
5000,5000,5000.0,36,12.9,168.45,C,C1,10,MORTGAGE,80000.0,May-11,Fully Paid,major_purchase,IL,9.79,0,0.0,11,1,1,8
2500,2500,2500.0,36,10.5,81.37,B,B2,3,OWN,24000.0,May-11,Fully Paid,other,FL,17.65,0,0.0,11,0,0,2
9500,9500,9500.0,60,14.7,224.96,C,C4,3,RENT,36000.0,May-11,Fully Paid,debt_consolidation,OK,12.13,0,0.0,11,1,1,3
3600,3600,3575.0,36,5.4,108.58,A,A1,9,MORTGAGE,60000.0,May-11,Fully Paid,car,CA,15.0,0,0.0,11,0,0,6
15000,15000,14975.0,60,17.4,376.76,D,D5,10,MORTGAGE,52000.0,May-11,Fully Paid,vacation,WV,19.55,1,1.0,11,3,2,5
18000,18000,18000.0,60,13.4,414.09,C,C2,5,RENT,69000.0,May-11,Fully Paid,debt_consolidation,NC,15.79,0,0.0,11,3,3,6
2400,2400,2400.0,36,7.4,74.65,A,A4,3,RENT,60000.0,May-11,Fully Paid,major_purchase,NY,7.0,0,0.0,11,0,0,6
6000,6000,6000.0,36,11.4,197.83,B,B4,6,MORTGAGE,48000.0,May-11,Charged Off,car,WA,23.57,0,0.0,11,1,1,4
10000,10000,9950.0,36,5.9,304.18,A,A2,4,RENT,39204.0,May-11,Fully Paid,debt_consolidation,RI,5.82,0,0.0,11,2,1,3
4250,4250,4250.0,36,10.9,139.12,B,B3,1,RENT,27500.0,May-11,Fully Paid,credit_card,TX,8.07,0,0.0,11,0,0,2
10000,10000,10000.0,36,10.9,327.34,B,B3,4,RENT,42000.0,May-11,Fully Paid,debt_consolidation,CA,11.09,0,0.0,11,2,2,4
5000,5000,5000.0,60,12.9,113.74,C,C1,7,RENT,12000.0,May-11,Fully Paid,medical,PA,3.2,1,1.0,11,1,1,1
6000,6000,5975.0,36,7.4,186.61,A,A4,4,MORTGAGE,30720.0,May-11,Fully Paid,debt_consolidation,WA,18.79,0,0.0,11,1,1,3
7000,7000,7000.0,36,6.9,216.11,A,A3,7,MORTGAGE,73440.0,May-11,Fully Paid,car,TX,5.59,0,0.0,11,1,1,7
5600,5600,5600.0,36,11.9,185.98,B,B5,3,RENT,52884.0,May-11,Fully Paid,wedding,CA,15.18,0,0.0,11,1,1,5
13100,13100,13100.0,36,7.4,407.44,A,A4,1,RENT,71040.0,May-11,Fully Paid,car,CA,2.75,0,0.0,11,2,2,7
12000,12000,12000.0,36,13.9,410.08,C,C3,10,MORTGAGE,60000.0,May-11,Fully Paid,debt_consolidation,NV,23.46,0,0.0,11,2,2,6
5875,5875,5875.0,36,12.9,197.93,C,C1,1,RENT,49680.0,May-11,Fully Paid,credit_card,CA,19.37,1,1.0,11,1,1,4
2250,2250,2250.0,36,8.4,71.02,A,A5,1,RENT,18000.0,May-11,Fully Paid,debt_consolidation,NY,6.27,0,0.0,11,0,0,1
16425,16425,16150.0,60,19.6,432.34,E,E5,10,MORTGAGE,53000.0,May-11,Fully Paid,debt_consolidation,FL,19.38,0,0.0,11,3,3,5
22000,22000,21975.0,60,14.1,513.85,C,C5,10,MORTGAGE,108000.0,May-11,Fully Paid,debt_consolidation,CA,19.47,0,0.0,11,4,4,10
4000,4000,4000.0,60,20.2,106.54,F,F1,10,MORTGAGE,65000.0,May-11,Fully Paid,debt_consolidation,NC,18.09,0,0.0,11,0,0,6
8000,8000,8000.0,60,11.9,177.92,B,B5,6,MORTGAGE,58000.0,May-11,Charged Off,credit_card,FL,21.23,0,0.0,11,1,1,5
7350,7350,7325.0,36,7.4,228.6,A,A4,2,RENT,44995.0,May-11,Fully Paid,credit_card,NH,19.82,0,0.0,11,1,1,4
3500,3500,3500.0,36,13.9,119.61,C,C3,1,RENT,110000.0,May-11,Fully Paid,moving,CT,15.5,0,0.0,11,0,0,11
17750,17750,17750.0,36,13.4,602.27,C,C2,1,RENT,48000.0,May-11,Fully Paid,credit_card,MO,13.63,0,0.0,11,3,3,4
13200,13200,13200.0,36,14.7,456.23,C,C4,5,MORTGAGE,90888.0,May-11,Fully Paid,debt_consolidation,VA,18.8,0,0.0,11,2,2,9
3400,3400,3400.0,60,16.4,83.41,E,E1,1,OWN,14400.0,May-11,Fully Paid,debt_consolidation,CA,5.17,0,0.0,11,0,0,1
16000,16000,16000.0,60,23.5,456.49,G,G5,5,OWN,35088.0,May-11,Fully Paid,major_purchase,WY,18.33,0,0.0,11,3,3,3
8000,8000,8000.0,60,18.2,204.24,F,F1,9,RENT,45600.0,May-11,Charged Off,debt_consolidation,CA,20.37,0,0.0,11,1,1,4
30000,30000,30000.0,60,17.4,753.51,D,D5,7,OWN,170004.0,May-11,Fully Paid,other,NY,7.95,0,0.0,11,6,6,17
25000,25000,24975.0,36,11.9,830.24,B,B5,4,MORTGAGE,100000.0,May-11,Fully Paid,debt_consolidation,TX,12.41,0,0.0,11,5,4,10
6000,6000,6000.0,60,17.4,150.71,D,D5,5,RENT,30000.0,May-11,Fully Paid,wedding,MT,19.36,0,0.0,11,1,1,3
6000,6000,6000.0,36,15.2,208.67,C,C5,1,OWN,55000.0,May-11,Fully Paid,credit_card,KS,19.57,0,0.0,11,1,1,5
20000,13225,12975.0,60,10.9,287.48,B,B3,10,MORTGAGE,70000.0,May-11,Fully Paid,debt_consolidation,FL,18.6,0,0.0,11,4,2,7
6000,6000,5975.0,36,6.9,185.24,A,A3,2,RENT,78000.0,May-11,Fully Paid,medical,VA,10.37,0,0.0,11,1,1,7
10000,10000,10000.0,36,10.5,325.45,B,B2,10,MORTGAGE,56820.0,May-11,Charged Off,debt_consolidation,TX,13.9,1,1.0,11,2,2,5
3000,3000,2975.0,36,7.4,93.31,A,A4,2,RENT,47000.0,May-11,Fully Paid,debt_consolidation,MD,13.43,0,0.0,11,0,0,4
5000,5000,5000.0,36,8.4,157.82,A,A5,1,RENT,24996.0,May-11,Charged Off,debt_consolidation,CA,3.79,0,0.0,11,1,1,2
6000,6000,6000.0,36,7.4,186.61,A,A4,3,RENT,35000.0,May-11,Fully Paid,debt_consolidation,MO,13.13,0,0.0,11,1,1,3
20800,20800,20800.0,60,18.3,532.61,E,E2,2,RENT,62208.0,May-11,Charged Off,debt_consolidation,PA,15.16,0,0.0,11,4,4,6
10000,10000,9975.0,36,7.4,311.02,A,A4,3,RENT,30000.0,May-11,Fully Paid,debt_consolidation,PA,19.36,0,0.0,11,2,1,3
28000,23300,23039.47739,60,15.6,562.29,D,D4,3,MORTGAGE,56000.0,May-11,Fully Paid,small_business,CT,12.62,0,0.0,11,5,4,5
3000,3000,3000.0,36,15.2,104.34,C,C5,10,RENT,45314.0,May-11,Charged Off,car,KY,22.3,0,0.0,11,0,0,4
8000,8000,8000.0,36,7.4,248.82,A,A4,4,MORTGAGE,55000.0,May-11,Fully Paid,debt_consolidation,NY,18.92,0,0.0,11,1,1,5
15000,15000,14975.0,60,16.4,368.69,D,D3,7,RENT,135000.0,May-11,Charged Off,medical,CA,9.78,0,0.0,11,3,2,13
11500,11500,11500.0,36,5.9,349.81,A,A2,9,MORTGAGE,53913.0,May-11,Fully Paid,debt_consolidation,CA,8.19,0,0.0,11,2,2,5
5000,5000,5000.0,36,11.4,164.86,B,B4,2,MORTGAGE,40000.0,May-11,Fully Paid,car,NY,14.1,1,1.0,11,1,1,4
6000,6000,6000.0,36,6.9,185.24,A,A3,5,MORTGAGE,36000.0,May-11,Fully Paid,wedding,MI,15.37,0,0.0,11,1,1,3
18000,18000,17725.0,60,10.9,391.28,B,B3,9,MORTGAGE,101400.0,May-11,Fully Paid,debt_consolidation,MN,14.76,0,0.0,11,3,3,10
7700,7700,7675.0,36,15.2,267.8,C,C5,4,RENT,63000.0,May-11,Fully Paid,debt_consolidation,MA,21.79,0,0.0,11,1,1,6
10800,10800,10800.0,60,10.9,234.77,B,B3,9,MORTGAGE,36000.0,May-11,Fully Paid,home_improvement,FL,3.37,0,0.0,11,2,2,3
6000,6000,6000.0,36,15.6,209.82,D,D1,1,RENT,35004.0,May-11,Fully Paid,other,OH,4.73,0,0.0,11,1,1,3
17500,17500,17500.0,60,20.6,469.71,F,F2,6,RENT,62880.0,May-11,Fully Paid,debt_consolidation,WA,8.91,0,0.0,11,3,3,6
2000,2000,2000.0,36,5.4,60.32,A,A1,10,MORTGAGE,65000.0,May-11,Fully Paid,home_improvement,MI,29.04,0,0.0,11,0,0,6
12000,12000,12000.0,36,17.4,430.77,D,D5,4,MORTGAGE,60000.0,May-11,Charged Off,small_business,FL,6.76,0,0.0,11,2,2,6
16000,16000,15950.0,36,7.4,497.63,A,A4,10,RENT,44000.0,May-11,Fully Paid,debt_consolidation,NC,14.24,0,0.0,11,3,3,4
5200,5200,5200.0,60,17.9,132.02,E,E1,6,RENT,54144.0,May-11,Fully Paid,other,CO,10.84,0,0.0,11,1,1,5
12000,12000,12000.0,36,11.4,395.66,B,B4,3,RENT,75000.0,May-11,Charged Off,debt_consolidation,KY,6.22,0,0.0,11,2,2,7
10000,10000,10000.0,60,16.8,247.94,D,D4,10,MORTGAGE,65000.0,May-11,Fully Paid,debt_consolidation,AL,10.84,0,0.0,11,2,2,6
35000,22675,22650.0,60,20.6,608.6,F,F2,10,MORTGAGE,140000.0,May-11,Fully Paid,small_business,CA,6.55,0,0.0,11,7,4,14
3500,3500,3500.0,36,11.4,115.4,B,B4,2,RENT,31500.0,May-11,Fully Paid,debt_consolidation,NC,16.57,0,0.0,11,0,0,3
18000,18000,17975.0,60,20.6,483.13,F,F2,8,MORTGAGE,110000.0,May-11,Fully Paid,debt_consolidation,VA,10.24,0,0.0,11,3,3,11
35000,27475,27450.0,60,13.4,632.06,C,C2,1,RENT,85000.0,May-11,Fully Paid,debt_consolidation,NY,5.32,0,0.0,11,7,5,8
6000,6000,6000.0,36,6.9,185.24,A,A3,3,RENT,80000.0,May-11,Fully Paid,debt_consolidation,VA,13.77,0,0.0,11,1,1,8
13500,13500,13475.0,60,9.9,286.77,B,B1,10,MORTGAGE,60000.0,May-11,Fully Paid,car,MO,9.24,0,0.0,11,2,2,6
3500,3500,3500.0,60,16.8,86.78,D,D4,5,RENT,14000.0,May-11,Fully Paid,car,TX,3.0,0,0.0,11,0,0,1
10175,10175,9925.0,60,11.9,226.29,B,B5,3,MORTGAGE,53004.0,May-11,Fully Paid,debt_consolidation,AZ,28.91,0,0.0,11,2,1,5
15000,15000,15000.0,36,15.9,527.29,D,D2,10,OWN,74000.0,May-11,Charged Off,debt_consolidation,FL,7.7,0,0.0,11,3,3,7
24000,20850,20850.0,60,22.1,577.16,G,G1,6,RENT,98000.0,May-11,Fully Paid,home_improvement,CA,14.63,0,0.0,11,4,4,9
4000,4000,4000.0,36,5.4,120.64,A,A1,3,RENT,27600.0,May-11,Fully Paid,credit_card,GA,14.26,0,0.0,11,0,0,2
14500,14500,14475.0,36,7.4,450.98,A,A4,7,MORTGAGE,120000.0,May-11,Fully Paid,debt_consolidation,NJ,11.71,0,0.0,11,2,2,12
20000,20000,19975.0,36,10.9,654.68,B,B3,2,MORTGAGE,82000.0,May-11,Fully Paid,debt_consolidation,NJ,13.43,0,0.0,11,4,3,8
10000,10000,9750.0,60,13.4,230.05,C,C2,4,MORTGAGE,34800.0,May-11,Fully Paid,credit_card,PA,20.52,0,0.0,11,2,1,3
3000,3000,3000.0,36,5.4,90.48,A,A1,10,MORTGAGE,75000.0,May-11,Fully Paid,home_improvement,VA,10.45,0,0.0,11,0,0,7
26000,16450,16450.0,60,13.4,378.43,C,C2,1,RENT,70446.2,May-11,Fully Paid,debt_consolidation,DC,15.67,0,0.0,11,5,3,7
11100,11100,11100.0,60,21.3,302.55,F,F4,7,OWN,50000.0,May-11,Charged Off,small_business,VA,19.7,0,0.0,11,2,2,5
10000,10000,10000.0,36,7.4,311.02,A,A4,7,MORTGAGE,59000.0,May-11,Fully Paid,credit_card,MA,10.64,0,0.0,11,2,2,5
13500,13500,13500.0,36,11.4,445.12,B,B4,6,RENT,201000.0,May-11,Fully Paid,debt_consolidation,WA,8.01,0,0.0,11,2,2,20
6250,6250,6000.0,36,8.4,197.27,A,A5,6,MORTGAGE,24000.0,May-11,Fully Paid,credit_card,PA,25.8,0,0.0,11,1,1,2
12000,12000,11750.0,36,11.9,398.52,B,B5,3,MORTGAGE,37596.0,May-11,Fully Paid,debt_consolidation,NM,22.98,0,0.0,11,2,2,3
8000,8000,7975.0,36,10.9,261.88,B,B3,5,RENT,27996.0,May-11,Fully Paid,other,NY,19.89,0,0.0,11,1,1,2
17000,12025,12025.0,60,15.9,292.37,D,D2,4,MORTGAGE,94000.0,May-11,Fully Paid,debt_consolidation,LA,14.12,0,0.0,11,3,2,9
5600,5600,5600.0,60,18.3,143.4,E,E2,10,RENT,67200.0,May-11,Charged Off,small_business,CA,13.54,1,1.0,11,1,1,6
12000,12000,11975.0,36,11.9,398.52,B,B5,5,RENT,26000.0,May-11,Fully Paid,debt_consolidation,MD,5.68,1,0.0,11,2,2,2
1200,1200,1200.0,36,15.9,42.19,D,D2,5,OWN,25200.0,May-11,Charged Off,home_improvement,NJ,19.48,0,0.0,11,0,0,2
6800,6800,6800.0,36,12.9,229.09,C,C1,5,RENT,39270.0,May-11,Fully Paid,debt_consolidation,IL,21.42,0,0.0,11,1,1,3
16000,12700,12700.0,60,11.9,282.45,B,B5,1,RENT,65000.0,May-11,Fully Paid,debt_consolidation,CA,14.82,0,0.0,11,3,2,6
8400,8400,8375.0,60,17.9,213.26,E,E1,2,MORTGAGE,35000.0,May-11,Fully Paid,other,SC,22.25,0,0.0,11,1,1,3
24000,17725,17725.0,60,18.7,457.76,E,E3,5,MORTGAGE,63052.0,May-11,Fully Paid,small_business,TX,20.06,0,0.0,11,4,3,6
4900,4900,4900.0,36,15.6,171.36,D,D1,7,MORTGAGE,65000.0,May-11,Charged Off,debt_consolidation,AZ,16.45,0,0.0,11,0,0,6
17000,17000,16700.0,60,11.9,378.07,B,B5,10,MORTGAGE,58000.0,May-11,Charged Off,credit_card,CA,23.92,0,0.0,11,3,3,5
9600,9600,9600.0,36,7.4,298.58,A,A4,1,RENT,21600.0,May-11,Fully Paid,moving,CA,17.78,0,0.0,11,1,1,2
24000,24000,23975.0,60,18.7,619.81,E,E3,10,MORTGAGE,93000.0,May-11,Charged Off,credit_card,FL,20.13,0,0.0,11,4,4,9
9000,9000,9000.0,60,20.9,243.43,F,F3,1,MORTGAGE,21000.0,May-11,Fully Paid,debt_consolidation,FL,10.57,0,0.0,11,1,1,2
5000,5000,5000.0,60,12.9,113.74,C,C1,7,RENT,43200.0,May-11,Fully Paid,other,CO,19.0,0,0.0,11,1,1,4
5000,5000,5000.0,36,10.9,163.67,B,B3,10,RENT,60000.0,May-11,Fully Paid,vacation,CA,18.82,0,0.0,11,1,1,6
14400,14400,14400.0,60,18.3,368.73,E,E2,1,MORTGAGE,82296.0,May-11,Fully Paid,other,PA,18.84,0,0.0,11,2,2,8
2800,2800,2800.0,60,14.7,66.31,C,C4,1,RENT,20496.0,May-11,Charged Off,other,NC,7.26,0,0.0,11,0,0,2
6000,6000,6000.0,60,14.7,142.08,C,C4,2,RENT,40000.0,May-11,Charged Off,small_business,VA,16.2,0,0.0,11,1,1,4
10000,10000,10000.0,60,19.2,261.01,E,E4,4,RENT,91745.0,May-11,Fully Paid,major_purchase,VA,18.6,0,0.0,11,2,2,9
7750,7750,7750.0,60,11.9,172.36,B,B5,10,MORTGAGE,60000.0,May-11,Fully Paid,debt_consolidation,NC,29.78,0,0.0,11,1,1,6
8450,8450,8400.0,36,5.9,257.03,A,A2,7,RENT,30000.0,May-11,Fully Paid,debt_consolidation,NV,23.2,0,0.0,11,1,1,3
9600,9600,9600.0,60,11.4,211.09,B,B4,10,MORTGAGE,75000.0,May-11,Fully Paid,debt_consolidation,OK,22.16,0,0.0,11,1,1,7
25975,18200,18200.0,60,18.3,466.04,E,E2,2,MORTGAGE,55200.0,May-11,Charged Off,debt_consolidation,FL,23.3,0,0.0,11,5,3,5
11500,11500,11500.0,36,9.9,371.02,B,B1,10,MORTGAGE,108000.0,May-11,Fully Paid,vacation,NJ,8.98,0,0.0,11,2,2,10
20000,13750,13750.0,60,17.4,345.36,D,D5,10,MORTGAGE,70800.0,May-11,Fully Paid,home_improvement,CA,13.34,0,0.0,11,4,2,7
18800,18800,18775.0,36,6.9,580.41,A,A3,7,RENT,55000.0,May-11,Fully Paid,moving,CO,21.67,0,0.0,11,3,3,5
10800,10800,10800.0,36,10.9,353.53,B,B3,6,MORTGAGE,50000.0,May-11,Fully Paid,debt_consolidation,CA,10.27,0,0.0,11,2,2,5
4500,4500,4500.0,36,5.4,135.72,A,A1,10,MORTGAGE,25200.0,May-11,Fully Paid,debt_consolidation,MA,4.86,0,0.0,11,0,0,2
10800,10800,10800.0,36,5.9,328.51,A,A2,10,MORTGAGE,63000.0,May-11,Fully Paid,debt_consolidation,WI,10.72,0,0.0,11,2,2,6
8000,8000,8000.0,60,13.9,186.11,C,C3,10,MORTGAGE,66000.0,May-11,Charged Off,major_purchase,MI,22.95,0,0.0,11,1,1,6
3200,3200,3200.0,36,10.5,104.15,B,B2,2,MORTGAGE,160000.0,May-11,Fully Paid,home_improvement,MA,4.67,0,0.0,11,0,0,16
3500,3500,3500.0,36,6.9,108.06,A,A3,2,MORTGAGE,27600.0,May-11,Fully Paid,credit_card,OK,5.74,1,0.0,11,0,0,2
20000,20000,20000.0,36,7.4,622.04,A,A4,10,MORTGAGE,99996.0,May-11,Fully Paid,debt_consolidation,TX,14.6,0,0.0,11,4,4,9
7000,7000,6975.0,60,12.9,159.24,C,C1,4,RENT,36000.0,May-11,Fully Paid,car,CA,10.03,0,0.0,11,1,1,3
4500,4500,4500.0,36,7.4,139.96,A,A4,10,MORTGAGE,50004.0,May-11,Fully Paid,major_purchase,AR,4.01,0,0.0,11,0,0,5
9000,9000,8875.0,36,5.9,273.76,A,A2,10,MORTGAGE,140000.0,May-11,Fully Paid,home_improvement,NV,11.99,0,0.0,11,1,1,14
7500,7500,7500.0,36,13.4,254.48,C,C2,6,OWN,26886.48,May-11,Fully Paid,debt_consolidation,SC,19.01,1,1.0,11,1,1,2
17000,17000,17000.0,36,10.9,556.48,B,B3,5,RENT,78000.0,May-11,Fully Paid,credit_card,IL,9.72,0,0.0,11,3,3,7
10000,10000,9750.0,36,8.4,315.63,A,A5,2,MORTGAGE,45912.0,May-11,Charged Off,credit_card,OR,8.73,0,0.0,11,2,1,4
6500,6500,6500.0,36,8.4,205.16,A,A5,4,RENT,21600.0,May-11,Fully Paid,debt_consolidation,CA,16.72,0,0.0,11,1,1,2
9000,9000,9000.0,36,10.9,294.61,B,B3,10,OWN,178000.0,May-11,Fully Paid,debt_consolidation,AL,8.84,0,0.0,11,1,1,17
8000,8000,8000.0,36,10.5,260.36,B,B2,9,MORTGAGE,48000.0,May-11,Fully Paid,major_purchase,OK,3.83,0,0.0,11,1,1,4
16000,16000,16000.0,36,5.9,486.68,A,A2,10,MORTGAGE,40000.0,May-11,Fully Paid,debt_consolidation,KS,20.67,0,0.0,11,3,3,4
1050,1050,1050.0,36,6.9,32.42,A,A3,1,RENT,6000.0,May-11,Fully Paid,credit_card,PA,9.4,0,0.0,11,0,0,0
5600,5600,5600.0,36,13.4,190.02,C,C2,1,RENT,40000.0,May-11,Fully Paid,house,NY,1.5,0,0.0,11,1,1,4
6000,6000,6000.0,36,5.9,182.51,A,A2,8,MORTGAGE,72000.0,May-11,Fully Paid,home_improvement,FL,9.73,0,0.0,11,1,1,7
24575,24575,24575.0,60,17.4,617.25,D,D5,3,RENT,84500.0,May-11,Charged Off,debt_consolidation,VA,10.44,1,1.0,11,4,4,8
19000,19000,18976.824959999998,60,20.2,506.04,F,F1,1,OWN,30720.0,May-11,Fully Paid,other,NY,9.92,0,0.0,11,3,3,3
3200,3200,3200.0,36,6.9,98.8,A,A3,5,MORTGAGE,51996.0,May-11,Fully Paid,major_purchase,MA,9.81,0,0.0,11,0,0,5
21000,21000,20950.0,60,17.4,527.46,D,D5,7,MORTGAGE,100000.0,May-11,Fully Paid,credit_card,CA,16.4,0,0.0,11,4,4,10
10000,10000,10000.0,36,13.4,339.31,C,C2,5,MORTGAGE,39216.0,May-11,Fully Paid,debt_consolidation,CA,9.94,0,0.0,11,2,2,3
4800,4800,4800.0,60,11.4,105.55,B,B4,8,MORTGAGE,65000.0,May-11,Charged Off,home_improvement,CT,20.18,0,0.0,11,0,0,6
10000,10000,10000.0,36,5.9,304.18,A,A2,8,MORTGAGE,180000.0,May-11,Fully Paid,credit_card,CA,1.53,0,0.0,11,2,2,18
10000,10000,10000.0,36,11.9,332.1,B,B5,10,MORTGAGE,192000.0,May-11,Fully Paid,major_purchase,CA,0.39,0,0.0,11,2,2,19
10000,10000,9975.0,60,18.3,256.07,E,E2,1,RENT,72000.0,May-11,Fully Paid,debt_consolidation,MI,1.98,0,0.0,11,2,1,7
18000,18000,17875.0,60,13.9,418.74,C,C3,10,MORTGAGE,50000.0,May-11,Fully Paid,debt_consolidation,FL,4.54,0,0.0,11,3,3,5
8000,8000,7925.0,36,7.4,248.82,A,A4,10,MORTGAGE,55000.0,May-11,Fully Paid,debt_consolidation,CA,4.23,0,0.0,11,1,1,5
14000,14000,13750.0,60,13.4,322.07,C,C2,2,MORTGAGE,48444.0,May-11,Fully Paid,debt_consolidation,AZ,13.48,0,0.0,11,2,2,4
6800,6800,6800.0,36,8.4,214.63,A,A5,4,MORTGAGE,130000.0,May-11,Fully Paid,credit_card,VA,11.3,0,0.0,11,1,1,13
4200,4200,4200.0,60,19.2,109.63,E,E4,5,MORTGAGE,55000.0,May-11,Fully Paid,debt_consolidation,MA,7.18,0,0.0,11,0,0,5
18000,18000,17950.0,60,17.9,456.99,E,E1,1,MORTGAGE,37000.0,May-11,Fully Paid,debt_consolidation,TX,10.05,0,0.0,11,3,3,3
6000,6000,6000.0,36,7.4,186.61,A,A4,4,RENT,65000.0,May-11,Fully Paid,debt_consolidation,NY,18.85,0,0.0,11,1,1,6
14400,14400,14400.0,36,6.9,444.57,A,A3,2,RENT,43000.0,May-11,Fully Paid,house,SC,21.29,0,0.0,11,2,2,4
10000,10000,10000.0,36,8.4,315.63,A,A5,4,OWN,35000.0,May-11,Fully Paid,small_business,NY,10.56,0,0.0,11,2,2,3
10000,10000,10000.0,36,5.9,304.18,A,A2,5,MORTGAGE,50004.0,May-11,Fully Paid,home_improvement,MI,19.03,0,0.0,11,2,2,5
16500,16500,16475.0,60,11.9,366.96,B,B5,8,RENT,75000.0,May-11,Fully Paid,debt_consolidation,FL,5.79,0,0.0,11,3,3,7
20000,20000,20000.0,36,15.6,699.4,D,D1,3,MORTGAGE,80000.0,May-11,Fully Paid,debt_consolidation,TX,7.95,0,0.0,11,4,4,8
10000,10000,10000.0,36,13.9,341.73,C,C3,10,MORTGAGE,55000.0,May-11,Fully Paid,debt_consolidation,OH,16.49,1,1.0,11,2,2,5
3000,3000,3000.0,36,5.9,91.26,A,A2,1,MORTGAGE,112000.0,May-11,Fully Paid,major_purchase,MA,14.29,0,0.0,11,0,0,11
4000,4000,3750.0,36,10.9,130.94,B,B3,1,RENT,70000.0,May-11,Fully Paid,debt_consolidation,CA,13.34,0,0.0,11,0,0,7
12000,12000,12000.0,36,10.9,392.81,B,B3,5,MORTGAGE,115800.0,May-11,Fully Paid,debt_consolidation,GA,14.15,0,0.0,11,2,2,11
10000,10000,10000.0,36,7.4,311.02,A,A4,2,RENT,90000.0,May-11,Fully Paid,small_business,NY,0.24,0,0.0,11,2,2,9
10000,10000,9975.0,60,19.2,261.01,E,E4,6,OWN,73000.0,May-11,Charged Off,debt_consolidation,MA,22.5,0,0.0,11,2,1,7
9325,9325,9325.0,60,11.9,207.39,B,B5,7,RENT,32020.0,May-11,Fully Paid,credit_card,CO,15.97,0,0.0,11,1,1,3
6000,6000,6000.0,36,6.9,185.24,A,A3,1,RENT,34000.0,May-11,Fully Paid,debt_consolidation,NY,22.16,0,0.0,11,1,1,3
4125,4125,4100.0,36,5.9,125.48,A,A2,3,MORTGAGE,60000.0,May-11,Fully Paid,car,CA,12.4,0,0.0,11,0,0,6
4500,4500,4500.0,36,11.4,148.38,B,B4,2,RENT,42000.0,May-11,Fully Paid,other,CA,9.26,0,0.0,11,0,0,4
6000,6000,6000.0,36,8.4,189.38,A,A5,3,RENT,70000.0,May-11,Fully Paid,major_purchase,CA,0.62,0,0.0,11,1,1,7
3500,3500,3500.0,36,11.9,116.24,B,B5,5,RENT,27048.0,May-11,Fully Paid,debt_consolidation,CA,7.01,0,0.0,11,0,0,2
